63

0   V0, pass 1,  phi<0.01
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   0  1 -1    0   0   1  1   0      0       0  2     6    0.00   31.39  0.0000  0.0100   26.46  0.000  0.000
 id V L        phi        T        V       UZ      Vms     UZms
 46 8 4   0.001060   0.7297   0.1154   0.7248   0.1154   0.7248
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  1 0 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  2 0 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  3 0 3   0.003160   0.2356   0.0341   0.0023   0.0341   0.0023
  4 1 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  7 1 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  8 1 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 19 3 1   0.005970   0.1795   0.0067   0.0380   0.0067   0.0380
 20 3 2   0.003010   0.1054   0.0046   0.0409   0.0046   0.0409
 21 3 3   0.003040   0.0993   0.0014   0.0011   0.0014   0.0011
 22 4 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 23 4 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 24 4 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 25 4 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 26 4 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 27 4 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 28 5 0   0.000430   0.0726   0.0000   0.0000   0.0069   0.0596
 29 5 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.004680   0.5690   0.0053   0.6606   0.0053   0.6606
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.003890   0.4994   0.2279   0.4458   0.2279   0.4458
 44 8 2   0.000520   0.3504   0.0390   0.3614   0.0390   0.3614
 45 8 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 46 8 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000

58  V3L0L1 Ideal,  phi any
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
  18 19 -1    1   0   1  1   1      1       1  2     3    4.03   78.41  0.0000  0.2147    9.73  1.000  0.148
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  1 0 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  2 0 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  3 0 3   0.000010   0.0000   0.0000   0.0000   0.0000   0.0000
  4 1 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  7 1 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  8 1 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 19 3 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 20 3 2   0.138300  11.5997   6.8958   0.8481   6.8958   0.8481
 21 3 3   0.044530   0.9276   2.1328   1.1373   2.2049   1.1373
 22 4 0   0.138330   2.8794   5.8386   1.4791   7.7243   1.5167
 23 4 1   0.004290   0.6056   0.2175   0.6347   0.2175   0.6347
 24 4 2   0.004290   0.3311   0.2686   0.3737   0.2686   0.3737
 25 4 3   0.000090   0.0320   0.0109   0.0319   0.0109   0.0319
 26 4 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 27 4 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 28 5 0   0.185370   5.8767   2.4495   0.1275  10.8195   3.8756
 29 5 1   0.008470   0.4291   0.1482   0.6100   0.1482   0.6100
 30 5 2   0.001700   0.2902   0.0719   0.3088   0.0719   0.3088
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.003750   0.4321   0.1195   0.4154   0.1195   0.4154
 35 6 1   0.007000   1.4974   0.2384   1.4900   0.2384   1.4900
 36 7 0   0.000360   0.6128   0.1929   0.9309   0.1929   0.9309
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.019470   0.5238   0.0882   0.5257   0.0882   1.6792
 40 7 4   0.001030   0.0093   0.0708   0.0018   0.0708   0.0018
 41 7 5   0.000430   0.1580   0.0320   0.1586   0.0320   0.1586
 42 8 0   0.007470   0.3513   0.2651   0.4970   0.2651   0.4970
 43 8 1   0.003640   1.1278   0.0181   1.2497   0.0181   1.2497
 44 8 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 45 8 3   0.022750   0.6000   0.1206   1.9519   0.1206   1.9519
 46 8 4   0.031160   4.0767   0.3397   5.2500   0.3397   5.2500
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  1 0 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  2 0 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  3 0 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  4 1 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  7 1 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  8 1 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.003980   0.2777   0.0336   0.0305   0.0336   0.0305
 19 3 1   0.010890   0.4729   0.1088   0.0440   0.1088   0.0440
 20 3 2   0.006530   0.1217   0.0095   0.0418   0.0095   0.0418
 21 3 3   0.004890   0.1282   0.0051   0.0794   0.0051   0.0794
 22 4 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 23 4 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 24 4 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 25 4 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 26 4 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 27 4 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 28 5 0   0.002110   0.0061   0.0000   0.0000   0.0024   0.0027
 29 5 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.001170   0.6923   0.0004   0.6221   0.0004   0.6221
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000060   0.9746   0.0550   0.9640   0.0550   0.9640
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000160   0.1093   0.0156   0.1054   0.0156   0.1054
 42 8 0   0.002120   0.1815   0.0349   0.1021   0.0349   0.1021
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 45 8 3   0.002060   0.3322   0.1101   0.2996   0.1101   0.2996
 46 8 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000

59  V3L1L2 Ideal,  phi any
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
  19 20 -1    1   0   1  1   1      1       1  2     3   16.02   70.09  0.0000  0.1092    2.16  1.000  0.320
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  1 0 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  2 0 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  3 0 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  4 1 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  7 1 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  8 1 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 19 3 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 20 3 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 21 3 3   0.079510   2.3184   5.1817   1.0412   5.1817   1.0412
 22 4 0   0.029370   0.2127   1.9069   0.0908   1.9069   0.0908
 23 4 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 24 4 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 25 4 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 26 4 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 27 4 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 28 5 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 29 5 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.003370   0.1339   0.0854   0.0890   0.0854   0.0890
 35 6 1   0.000460   0.6797   0.0156   0.6772   0.0156   0.6772
 36 7 0   0.002260   0.4431   0.0750   0.4751   0.0750   0.4751
 37 7 1   0.000150   0.3174   0.0170   0.3175   0.0170   0.3175
 38 7 2   0.000030   0.7791   0.1152   0.7840   0.1152   0.7840
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 42 8 0   0.004730   0.2740   0.3116   0.1616   0.3116   0.1616
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 45 8 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 46 8 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  1 0 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  2 0 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  3 0 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  4 1 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  7 1 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  8 1 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 19 3 1   0.002370   0.0849   0.0667   0.0693   0.0667   0.0693
 20 3 2   0.002560   0.0428   0.0415   0.0186   0.0415   0.0186
 21 3 3   0.000430   0.0223   0.0019   0.0608   0.0019   0.0608
 22 4 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 23 4 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 24 4 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 25 4 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 26 4 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 27 4 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 28 5 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 29 5 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.000560   0.4911   0.0024   0.4634   0.0024   0.4634
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 45 8 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 46 8 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000

60  V1,  phi<0.01, pass 1
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   4  5 -1    0   0   1  1   0      0       0  2     9    3.01   15.44  0.0000  0.0100    0.66  0.135  0.091
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.007640   0.8800   0.0288   0.3619   0.0288   0.4699
  1 0 1   0.007060   0.3632   0.0460   0.2447   0.0460   0.2447
  2 0 2   0.001330   0.1470   0.0183   0.1137   0.0183   0.1137
  3 0 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  4 1 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.004300   0.0224   0.0195   0.0182   0.0195   0.0182
  7 1 3   0.004900   0.0399   0.0458   0.0217   0.0001   0.0217
  8 1 4   0.005070   0.5978   0.0387   0.0235   0.0094   0.0235
  9 1 5   0.006550   0.4216   0.0493   0.0430   0.0493   0.0328
 10 1 6   0.004890   6.6798   0.0548   0.0389   0.0548   0.0389
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.003060   0.2182   0.0614   0.2085   0.0614   0.2085
 19 3 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 20 3 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 21 3 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 22 4 0   0.004210   0.0996   0.1265   0.1016   0.1265   0.1016
 23 4 1   0.010800   0.1865   0.2492   0.1835   0.3101   0.1835
 24 4 2   0.013130   1.2206   0.0924   0.2244   0.2623   0.2244
 25 4 3   0.021060   0.8491   0.1724   0.3279   0.2789   0.3279
 26 4 4   0.010760   1.5643   0.4680   0.3408   0.5311   0.4110
 27 4 5   0.011530   5.4115   0.7116   0.5688   0.8642   0.7522
 28 5 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 29 5 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.004790   1.9919   0.1437   0.5593   0.1929   0.5593
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 45 8 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 46 8 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.003200   1.7725   0.0032   0.0307   0.0032   0.0307
  1 0 1   0.001900   0.4809   0.0035   0.0301   0.0035   0.0301
  2 0 2   0.000890   0.2449   0.0013   0.0086   0.0013   0.0086
  3 0 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  4 1 0   0.001920   0.0273   0.0047   0.0043   0.0047   0.0043
  5 1 1   0.001580   0.0237   0.0047   0.0038   0.0047   0.0038
  6 1 2   0.001590   0.0194   0.0048   0.0052   0.0048   0.0052
  7 1 3   0.001280   0.0181   0.0050   0.0041   0.0050   0.0041
  8 1 4   0.001230   0.0154   0.0049   0.0051   0.0049   0.0051
  9 1 5   0.001060   0.0071   0.0048   0.0042   0.0048   0.0042
 10 1 6   0.000940   0.0072   0.0050   0.0044   0.0050   0.0044
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
